id,name_ar,name_en,kunyah,laqab,gender,is_prophet,node_type,prominence,biography_short,biography_source,tribe,clan,birth_year_hijri,death_year_hijri,has_parents,has_children,has_spouses,has_siblings,has_uncles,has_cousins,has_companions,has_teachers,has_students,has_battles,has_participants,name_bn,biography_bn,name_de,biography_de
181,لبيد بن ربيعة,Labid ibn Rabi'a,,,M,False,Sahabi,SAHABI,Abū Aqīl Labīd ibn Rabīʿa ibn Mālik al-ʿĀmirī was an Arab poet from higher Nejd and a companion of the Islamic prophet Muhammad.,Wikipedia (Labid),companions of the Prophet,Various,-63,40,False,False,False,False,False,False,False,False,False,False,False,লাবিদ,,Labid,"Labīd ibn Rabīʿa Abū ʿAqīl al-ʿĀmirī war ein Dichter aus dem beduinischen Stamm der Dschaʿfar. Dieser gehörte zu den Banū ʿĀmir b. Saʿsaʿa, die ihrerseits eine Untergruppe des Stammes der Hawāzin waren. Die Dschaʿfar lebten im westlichen Teil des Nadschd."
182,مالك بن النضر,Malik ibn an-Nadr,,,M,False,Sahabi,SAHABI,Malik ibn al-Nadr was an ancestor of the Islamic prophet Muḥammad. He was the son of al-Nadr.,Wikipedia (Malik ibn al-Nadr),Various,Various,0,60,True,True,False,False,False,False,False,False,False,False,False,মালিক ইবনে নাদর,,Malik ibn al-Nadr,
183,معاذ بن عمرو بن الجموح,Mu`adh ibn `Amr,,,M,False,Sahabi,BADRI,"Mua'adh ibn 'Amr was a companion of Muhammad. He and his brother, Muawwaz ibn Amr, wounded Abu al Hakam in the Battle of Badr.",Wikipedia (Mu'adh ibn Amr),companions of the Prophet,Various,0,60,True,False,False,False,False,False,False,False,False,True,False,,,Muaaz ibn Amr,
184,معوذ بن عمرو بن الجموح,Mu`awwaz ibn `Amr,,,M,False,Sahabi,BADRI,"Mowaz ibn Amr was a companion of Muhammad. He and his brother, Muaaz ibn Amr, wounded Abu-al Hakam in the Battle of Badr.",Wikipedia (Muawwaz ibn Amr),companions of the Prophet,Various,0,60,True,False,False,False,False,False,False,False,False,True,False,মায়াজ বিন আমর,,Muawwaz ibn Amr,
185,منبه بن كامل,Munabbih ibn Kamil,,,M,False,Sahabi,SAHABI,Munabbih ibn Kamil ibn Sij ibn Dhi Kibar Abu-Abdullah al-Yamani al-San'ani was a companion of the Islamic prophet Muhammad.,Wikipedia (Munabbih ibn Kamil),companions of the Prophet,Various,0,60,False,True,False,False,False,False,False,False,False,False,False,মুনাব্বিহ ইবনে কামিল,,Munabbih ibn Kamil,
186,النعمان بن بشير,Nu'man ibn Bashir,,,M,False,Sahabi,SAHABI,"Nu'man ibn Bashir ibn Sa'd al-Ansari was a companion of the Islamic prophet Muhammad. He was also a commander and statesman of the Umayyad Caliphate. A supporter of Mu'awiya ibn Abi Sufyan during the First Muslim Civil War, he was appointed by him governor of Kufa in 678–680. Afterward, he was made governor of Homs by Caliph Yazid I. After the latter's death, he gave allegiance to the Mecca-based, Caliph Abd Allah ibn al-Zubayr. When pro-Umayyad forces routed Ibn al-Zubayr's supporters in Syria, he fled Homs but was slain during his escape.",Wikipedia (Nu'man ibn Bashir),companions of the Prophet,Various,0,63,True,True,False,False,False,False,False,False,False,False,False,নুমান ইবনে বাসির আল-আনসারি,,Naaman bin Bashir,
187,النواس بن سمعان,An-Nawwas ibn Sam'an,,,M,False,Sahabi,SAHABI,The narrator of many hadiths about the end times.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
188,قدامة بن مظعون,Qudamah ibn Maz'un,,,M,False,Sahabi,BADRI,One of the early converts and migrants to Abyssinia.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,True,False,,,,
189,ربة بن أمية,Rab'ah ibn Umayah,,,M,False,Sahabi,SAHABI,A companion who was present at the Farewell Pilgrimage.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
190,ربيعة بن الحارث,Rabi'ah ibn al-Harith,,,M,False,Sahabi,SAHABI,Rabīʿah ibn al-Ḥārith (c.566-c.640) was a first cousin and companion of the Islamic prophet Muhammad.,Wikipedia (Rabi'ah ibn al-Harith),companions of the Prophet,Various,0,60,True,True,False,False,False,False,False,False,False,False,False,রাবিয়া ইবনে আল-হারিস,রাবিয়াহ ইবনে আল-হারিস (c.566-c.640) ছিলেন ইসলামের নবী মুহাম্মদের প্রথম চাচাতো ভাই এবং সহচর।,,
191,ربعي بن عامر,Rebi’i bin Aamer,,,M,False,Sahabi,SAHABI,The one who gave the famous speech to Rustum of Persia.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
192,سبرة بن معبد,Sabra ibn Ma`bad,,,M,False,Sahabi,SAHABI,"Abu Suraiya Saburah ibn Ma'bad ibn 'Ausaja al-Juhani, or Sabrah ibn Ma'bad al-Juhani was one of the companions of Muhammad. Other transliterations of his name include Abu Rabi' al-Madani and Sabura al-Juhanni.",Wikipedia (Sabrah ibn Ma'bad),companions of the Prophet,Various,0,-21,False,True,False,False,False,False,False,False,False,False,False,,,Sabrah ibn Ma'bad,
193,سعيد بن عامر الجمحي,Sa`îd ibn Âmir al-Jumahi,,,M,False,Sahabi,SAHABI,Sa'id ibn Amir al-Jumahi was a companion of the Islamic prophet Muhammad and governor of Hims in Syria during the caliphate of Umar.,Wikipedia (Sa'id ibn Amir al-Jumahi),companions of the Prophet,Various,-21,19,False,False,False,False,False,False,False,False,False,False,False,সাঈদ ইবনে আমির আল জুমাহি,,,
194,صفوان بن المعطل,Safwan ibn al-Mu‘attal,,,M,False,Sahabi,SAHABI,The companion involved in the Incident of Ifk and proven innocent.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
195,سلمة أبو هاشم,Salama Abu Hashim,,,M,False,Sahabi,SAHABI,"Salama Abū Hāshim or Salma Abu Hashim, was one of the companions of Muhammad.",Wikipedia (Salama Abu Hashim),Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,সালামা আবু হাশিম,,,
196,سمرة بن جندب,Samra ibn Jundab,,,M,False,Sahabi,SAHABI,"Samura ibn Jundab al-Fazārī was a companion of the Islamic prophet Muhammad who fought at the Battle of Uhud in 627 and later participated in the Muslim conquest of Iran in the 630s–640s. In 670–673 he served as the lieutenant governor of Basra under Ziyad ibn Abihi, the supreme governor of Iraq and the eastern Umayyad Caliphate. During his deputy rule over Basra, he is held by the Islamic traditional sources to have ordered wide-scale executions of Kharijites in his jurisdiction. He remained governor of Basra under the Umayyad caliph Mu'awiya I for six to eighteen months after Ziyad's death in August/September 673 until the Caliph replaced him.",Wikipedia (Samura ibn Jundab),companions of the Prophet,Various,0,60,False,True,False,False,False,False,False,False,False,False,False,সামুরা ইবনে জুনদুব,,Samra ibn Jundab,
197,سارية بن زنيم,Sariyya ibn Zanim,,,M,False,Sahabi,SAHABI,The commander whom Umar called out to from the pulpit.,General History,Various,Various,0,60,False,False,False,False,False,False,False,False,False,False,False,,,,
198,شماس بن عثمان,Shams ibn Uthman,,,M,False,Sahabi,BADRI,"Shams ibn Uthman was an early companion (sahabi) of the Islamic prophet Muhammad. He was among the first converts to Islam from the Quraysh tribe and participated in both the first migration to Abyssinia and the Hijra to Medina. He fought in the battles of Badr and Uhud, where he was killed while defending Muhammad.",Wikipedia (Shams ibn Uthman),companions of the Prophet,Various,-31,3,False,False,False,False,False,False,False,False,False,True,False,শাম্মাস ইবনে উসমান,,Shams ibn Uthman,
199,شداد بن أوس,Shadad ibn Aus,,,M,False,Sahabi,SAHABI,"Shaddad ibn Aws was a companion of the Islamic prophet Muhammad and a narrator of hadith. He is known for his narrations of hadiths regarding good deeds, morals and al-Sham. He is also known for his own statements which provide some guidance.",Wikipedia (Shaddad ibn Aws),companions of the Prophet,Various,-18,62,True,False,False,False,False,False,False,False,False,False,False,শাদাদ ইবনে আউস,,,
1000,غزوة بدر,Battle of Badr,,,M,False,Battle,EVENT,"The first major military confrontation between the Muslims and the Quraish. Despite being outnumbered, the Muslims achieved a decisive victory, which significantly boosted the morale and status of the early Muslim community.","Sirat Ibn Hisham, Quran (Surah Al-Anfal), Al-Maghazi by al-Waqidi.",,,2,2,False,False,False,False,False,False,False,False,False,False,True,,,,
1001,غزوة أحد,Battle of Uhud,,,M,False,Battle,EVENT,"The second major battle between the Muslims and the Quraish. It was a tactical defeat for the Muslims after archers left their positions, leading to the martyrdom of many Sahabah, including Hamza ibn Abd al-Muttalib.","Sirat Ibn Hisham, Quran (Surah Ali 'Imran), Al-Maghazi by al-Waqidi.",,,3,3,False,False,False,False,False,False,False,False,False,False,True,,,,
1002,غزوة الخندق,Battle of the Trench,,,M,False,Battle,EVENT,"A 27-day siege of Madinah by an alliance of Arab and Jewish tribes. The Muslims successfully defended the city by digging a trench around it, a strategy suggested by Salman al-Farisi.","Sirat Ibn Hisham, Quran (Surah Al-Ahzab), Al-Maghazi by al-Waqidi.",,,5,5,False,False,False,False,False,False,False,False,False,False,False,,,,
1003,غزوة خيبر,Battle of Khaibar,,,M,False,Battle,EVENT,A battle fought against the Jewish tribes of Khaibar who had been inciting others against the Muslims. It resulted in a decisive Muslim victory and the capture of their fortresses.,"Sirat Ibn Hisham, Sahih al-Bukhari, Al-Maghazi by al-Waqidi.",,,7,7,False,False,False,False,False,False,False,False,False,False,True,,,,
1004,غزوة مؤتة,Battle of Mu'tah,,,M,False,Battle,EVENT,"The first major encounter between the Muslims and the Byzantine Empire's forces. It resulted in the martyrdom of the three commanders appointed by the Prophet: Zayd ibn Harithah, Ja'far ibn Abi Talib, and Abdullah ibn Rawahah.","Sirat Ibn Hisham, Al-Maghazi by al-Waqidi.",,,8,8,False,False,False,False,False,False,False,False,False,False,False,,,,
1005,غزوة حنين,Battle of Hunayn,,,M,False,Battle,EVENT,"A battle fought shortly after the Conquest of Makkah against the tribes of Hawazin and Thaqif. Despite an initial ambush, the Muslims rallied and achieved victory.","Sirat Ibn Hisham, Quran (Surah At-Tawbah).",,,8,8,False,False,False,False,False,False,False,False,False,False,False,,,,
1006,معركة اليرموك,Battle of Yarmouk,,,M,False,Battle,EVENT,"A major battle between the Muslim forces and the Byzantine Empire that resulted in a decisive Muslim victory, ending Byzantine rule in Syria. It is considered one of the most significant battles in military history.","Tarikh al-Tabari, Al-Bidayah wan-Nihayah by Ibn Kathir.",,,13,13,False,False,False,False,False,False,False,False,False,False,True,,,,
1007,معركة القادسية,Battle of Qadisiyyah,,,M,False,Battle,EVENT,"A decisive battle between the Muslim army led by Sa'd ibn Abi Waqqas and the Sassanid Persian Empire. The Muslim victory led to the fall of the Persian capital, Ctesiphon, and the eventual conquest of Persia.","Tarikh al-Tabari, Al-Kamil fi al-Tarikh by Ibn al-Athir.",,,15,15,False,False,False,False,False,False,False,False,False,False,True,,,,
201,سعيد بن العاص,Said ibn al-As,,,M,False,PoliticalFigure,UMAYYAD,"Sa'id ibn al-As ibn Abi Uhayha was the Arab Muslim governor of Kufa under Caliph Uthman and governor of Medina under Caliph Mu'awiya I. Like the aforementioned caliphs, Sa'id belonged to the Umayyad clan of the Quraysh.",Wikipedia (Sa'id ibn al-As),companions of the Prophet,Banu Umayya,1,58,True,True,False,False,False,False,False,False,False,False,False,সাঈদ ইবনুল আস,,,
202,الوليد بن عتبة,al-Walid ibn Utba ibn Abi Sufyan,,,M,False,PoliticalFigure,UMAYYAD,"Al-Walid ibn Utba ibn Abi Sufyan was a statesman and member of the Umayyad ruling family during the reigns of the Umayyad caliphs Mu'awiya I and Yazid I. He served two stints as the governor of Medina in 677/78–680 and 681–682. He was dismissed during his first term for failing to secure oaths of allegiance from Husayn ibn Ali and other senior Muslim figures who opposed Yazid's accession. After his relocation to Damascus during the Second Fitna, he was imprisoned in 684 for proclaiming his support for continued Umayyad rule and condemning the anti-Umayyad caliph Abd Allah ibn al-Zubayr. He was freed shortly after by his kinsman Khalid ibn Yazid and the pro-Umayyad Banu Kalb tribe.",Wikipedia (Al-Walid ibn Utba ibn Abi Sufyan),companions of the Prophet,Banu Umayya,,65,True,False,False,False,False,False,False,False,False,False,False,আল-ওয়ালিদ ইবনে উতবা ইবনে আবি সুফিয়ান,,,
203,عمرو بن سعيد بن العاص,Amr ibn Said ibn al-As,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina with multiple terms.,General History,companions of the Prophet,Banu Umayya,2,70,True,False,False,False,False,False,False,False,False,False,False,,,,
204,عثمان بن محمد بن أبي سفيان,Uthman ibn Muhammad ibn Abi Sufyan,,,M,False,PoliticalFigure,UMAYYAD,ʿUthman ibn Muḥammad ibn Abī Sufyān was a member of the Umayyad ruling family who served as the governor of Medina under the Umayyad caliph Yazid I in 682 until being expelled by its townspeople in 683 during the Second Fitna.,Wikipedia (Uthman ibn Muhammad ibn Abi Sufyan),Quraish,Banu Umayya,,70,False,False,False,False,False,False,False,False,False,False,False,উসমান ইবনে মুহাম্মদ ইবনে আবু সুফিয়ান,,,
205,يزيد بن معاوية,Yazid ibn Muawiya,,,M,False,PoliticalFigure,UMAYYAD,"The second Caliph of the Umayyad Dynasty, whose reign was marked by significant internal strife, including the Battle of Karbala. His rule faced opposition from Abdullah ibn al-Zubayr and other prominent figures.","Tarikh al-Tabari, Al-Kamil fi al-Tarikh by Ibn al-Athir.",Quraish,Banu Umayya,26,64,False,False,False,False,False,False,False,False,False,False,False,,,,
209,خالد بن أسيد بن العاص,Khalid ibn Asid ibn al-As,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Mecca during Muawiya era.,General History,Quraish,Banu Umayya,,70,False,False,False,False,False,False,False,False,False,False,False,,,,
210,المغيرة بن شعبة,Al-Mughira ibn Shu'ba,,,M,False,PoliticalFigure,UMAYYAD,"A companion of the Prophet and one of the most astute diplomats and governors in early Islam. He served as the governor of Kufa under both Umar and Muawiya, and was known for his resourcefulness.","Al-Isabah by Ibn Hajar, Siyar A'lam al-Nubala by al-Dhahabi.",Thaqif,Thaqif,-22,75,False,False,False,False,False,False,False,False,False,False,False,,,,
211,زياد بن أبيه,Ziyad ibn Abih,,,M,False,PoliticalFigure,UMAYYAD,A powerful and efficient administrator who served as the governor of Basra and later Kufa under Muawiya I. He was known for his firm rule and for restoring order to the troubled provinces of Iraq.,"Tarikh al-Tabari, Al-Isabah by Ibn Hajar.",Thaqif,Thaqif,,73,False,False,False,False,False,False,False,False,False,False,False,,,,
212,مسلمة بن مخلد,Maslama ibn Mukhallad,,,M,False,PoliticalFigure,UMAYYAD,Governor of Egypt under Muawiya.,General History,Quraysh,Banu Umayya,,70,False,False,False,False,False,False,False,False,False,False,False,,,,
213,عبيدة بن الزبير,Ubayda ibn al-Zubayr,,,M,False,PoliticalFigure,ZUBAYRID,"Brother of Abdallah ibn al-Zubayr, served as governor of Medina.",Wikipedia,Quraish,Banu Asad,,,True,False,False,False,False,False,False,False,False,False,False,,,,
214,مصعب بن الزبير,Mus'ab ibn al-Zubayr,,,M,False,PoliticalFigure,ZUBAYRID,"Brother of Abdallah ibn al-Zubayr, governor of Medina and later Iraq.",Wikipedia,Quraish,Banu Asad,26,72,True,False,False,False,False,False,False,False,False,False,False,,,,
215,جابر بن الأسود بن عوف,Jabir ibn al-Aswad ibn Awf,,,M,False,PoliticalFigure,ZUBAYRID,Zubayrid governor of Medina.,Wikipedia,Quraish,Banu Zuhra,,,False,False,False,False,False,False,False,False,False,False,False,,,,
216,طلحة بن عبد الله بن عوف,Talha ibn Abdallah ibn Awf,,,M,False,PoliticalFigure,ZUBAYRID,"Zubayrid governor of Medina, nephew of Abdur Rahman ibn Awf.",Wikipedia,Quraish,Banu Zuhra,,,False,False,False,False,False,False,False,False,False,False,False,,,,
217,طارق بن عمرو,Tariq ibn Amr,,,M,False,PoliticalFigure,UMAYYAD,Umayyad general who re-established control over Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
218,الحجاج بن يوسف,al-Hajjaj ibn Yusuf,,,M,False,PoliticalFigure,UMAYYAD,"A controversial and powerful Umayyad governor known for his iron-fisted rule and oratorical skills. He served as the governor of the Hijaz before becoming the governor of Iraq, where he suppressed major rebellions and consolidated Umayyad power.","Tarikh al-Tabari, Al-Kamil fi al-Tarikh by Ibn al-Athir, Siyar A'lam al-Nubala by al-Dhahabi.",Thaqif,,,95,False,False,False,False,False,False,False,False,False,False,False,,,,
219,يحيى بن الحكم,Yahya ibn al-Hakam,,,M,False,PoliticalFigure,UMAYYAD,"Uncle of Abd al-Malik ibn Marwan, governor of Medina.",Wikipedia,Quraish,Banu Umayya,,,True,False,False,True,False,False,False,False,False,False,False,,,,
220,أبان بن عثمان,Aban ibn Uthman,,,M,False,PoliticalFigure,UMAYYAD,The son of Caliph Uthman ibn Affan and a prominent scholar and governor of Madinah. He was known for his knowledge of Islamic history and for being one of the first to document the Maghazi (military expeditions) of the Prophet.,"Al-Isabah by Ibn Hajar, Siyar A'lam al-Nubala by al-Dhahabi.",Quraish,Banu Umayya,,105,True,False,False,False,False,False,False,False,False,False,False,,,,
221,هشام بن إسماعيل المخزومي,Hisham ibn Isma'il al-Makhzumi,,,M,False,PoliticalFigure,UMAYYAD,"Father-in-law of Abd al-Malik, governor of Medina.",Wikipedia,Quraish,Banu Makhzum,,,False,False,False,False,False,False,False,False,False,False,False,,,,
222,عمر بن عبد العزيز,Umar ibn Abd al-Aziz,,,M,False,PoliticalFigure,UMAYYAD,"Often called the 'Fifth Rightly Guided Caliph' for his exceptional justice and piety. He served as the governor of Madinah before becoming Caliph, during which he enacted significant reforms and returned to the principles of early Islamic governance.","Sirat Umar ibn Abd al-Aziz by Ibn Abd al-Hakam, Al-Bidayah wan-Nihayah by Ibn Kathir.",Quraish,Banu Umayya,61,101,False,False,False,False,False,False,False,False,False,False,False,,,,
223,عثمان بن حيان المري,Uthman ibn Hayyan al-Murri,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina.,Wikipedia,Banu Murra,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
224,أبو بكر بن محمد بن عمرو بن حزم,Abu Bakr ibn Muhammad ibn Amr ibn Hazm,,,M,False,PoliticalFigure,UMAYYAD,"Governor and judge of Medina, descendant of Amr ibn Hazm.",Wikipedia,Ansar,,,120,False,False,False,False,False,False,False,False,False,False,False,,,,
225,عبد الرحمن بن الضحاك الفهري,Abd al-Rahman ibn al-Dahhak al-Fihri,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina.,Wikipedia,Quraish,Banu Fihr,,,False,False,False,False,False,False,False,False,False,False,False,,,,
226,عبد الواحد بن عبد الله النصري,Abd al-Wahid ibn Abdallah al-Nasri,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
227,إبراهيم بن هشام المخزومي,Ibrahim ibn Hisham al-Makhzumi,,,M,False,PoliticalFigure,UMAYYAD,"Son of Hisham ibn Isma'il, governor of Medina.",Wikipedia,Quraish,Banu Makhzum,,,False,False,False,False,False,False,False,False,False,False,False,,,,
228,خالد بن عبد الملك بن الحارث,Khalid ibn Abd al-Malik ibn al-Harith,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina.,Wikipedia,Quraish,Banu Umayya,,,False,False,False,False,False,False,False,False,False,False,False,,,,
229,محمد بن هشام المخزومي,Muhammad ibn Hisham al-Makhzumi,,,M,False,PoliticalFigure,UMAYYAD,"Brother of Ibrahim, governor of Medina.",Wikipedia,Quraish,Banu Makhzum,,,False,False,False,False,False,False,False,False,False,False,False,,,,
230,يوسف بن محمد الثقفي,Yusuf ibn Muhammad al-Thaqafi,,,M,False,PoliticalFigure,UMAYYAD,Thaqafi governor of Medina.,Wikipedia,Thaqif,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
231,عبد العزيز بن عبد الله بن عمرو بن عثمان,Abd al-Aziz ibn Abdallah ibn Amr ibn Uthman,,,M,False,PoliticalFigure,UMAYYAD,"Great-grandson of Caliph Uthman, governor of Medina.",Wikipedia,Quraish,Banu Umayya,,,False,False,False,False,False,False,False,False,False,False,False,,,,
232,عبد العزيز بن عمر بن عبد العزيز,Abd al-Aziz ibn Umar ibn Abd al-Aziz,,,M,False,PoliticalFigure,UMAYYAD,"Son of Caliph Umar II, governor of Medina.",Wikipedia,Quraish,Banu Umayya,,,False,False,False,False,False,False,False,False,False,False,False,,,,
233,عبد الواحد بن سليمان بن عبد الملك,Abd al-Wahid ibn Sulayman ibn Abd al-Malik,,,M,False,PoliticalFigure,UMAYYAD,"Son of Caliph Sulayman, governor of Medina.",Wikipedia,Quraish,Banu Umayya,,,False,False,False,False,False,False,False,False,False,False,False,,,,
234,محمد بن عبد الملك بن مروان,Muhammad ibn Abd al-Malik ibn Marwan,,,M,False,PoliticalFigure,UMAYYAD,"Son of Caliph Abd al-Malik, governor of Medina.",Wikipedia,Quraish,Banu Umayya,,,False,False,False,False,False,False,False,False,False,False,False,,,,
235,الوليد بن عروة السعدي,Al-Walid ibn Urwah al-Sa'di,,,M,False,PoliticalFigure,UMAYYAD,Umayyad governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
236,يوسف بن عروة السعدي,Yusuf ibn Urwah al-Sa'di,,,M,False,PoliticalFigure,UMAYYAD,The last Umayyad governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
237,داود بن علي,Dawud ibn Ali,,,M,False,PoliticalFigure,ABBASID,"Uncle of Caliph al-Saffah, first Abbasid governor of Medina.",Wikipedia,Abbasid,Banu Hashim,,133,False,False,False,False,False,False,False,False,False,False,False,,,,
238,زياد بن عبيد الله الحارثي,Ziyad ibn Ubaydallah al-Harithi,,,M,False,PoliticalFigure,ABBASID,"Abbasid governor of Medina, uncle of al-Saffah.",Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
239,محمد بن خالد القسري,Muhammad ibn Khalid al-Qasri,,,M,False,PoliticalFigure,ABBASID,Abbasid governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
240,رياح بن عثمان المري,Riyah ibn Uthman al-Murri,,,M,False,PoliticalFigure,ABBASID,"Abbasid governor of Medina, son of Uthman ibn Hayyan.",Wikipedia,Banu Murra,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
241,كثير بن الحسين العبدي,Kathir ibn al-Husayn al-Abdi,,,M,False,PoliticalFigure,ABBASID,Abbasid governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
242,عبد الله بن الربيع الحارثي,Abdallah ibn al-Rabi al-Harithi,,,M,False,PoliticalFigure,ABBASID,Abbasid governor of Medina.,Wikipedia,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
243,جعفر بن سليمان بن علي,Ja'far ibn Sulayman ibn Ali,,,M,False,PoliticalFigure,ABBASID,"Cousin of Caliph al-Mansur, governor of Medina.",Wikipedia,Abbasid,Banu Hashim,,,False,False,False,False,False,False,False,False,False,False,False,,,,
244,الحسن بن زيد بن الحسن,al-Hasan ibn Zayd,,,M,False,PoliticalFigure,ABBASID,"Great-grandson of Ali ibn Abi Talib, appointed governor by al-Mansur.",Wikipedia,Alid,Banu Hashim,,168,False,False,False,False,False,False,False,False,False,False,False,,,,
245,عبد الصمد بن علي,Abd al-Samad ibn Ali,,,M,False,PoliticalFigure,ABBASID,"Uncle of Caliph al-Mansur, governor of Medina.",Wikipedia,Abbasid,Banu Hashim,,185,False,False,False,False,False,False,False,False,False,False,False,,,,
246,تمام بن العباس,Tammam ibn Abbas,,,M,False,PoliticalFigure,RASHIDUN,Governor of Medina for Ali ibn Abi Talib.,Wikipedia,Quraish,Banu Hashim,,,True,False,False,False,False,False,False,False,False,False,False,,,,
1008,,Sawda bint Zamʿa,,,F,False,Sahabi,SAHABI,Wife of Muhammad (PBUH).,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1009,,Ramla bint Abi Sufyan,,,F,False,Sahabi,SAHABI,Wife of Muhammad (PBUH).,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1010,,Juwayriyyah bint al-Harith,,,F,False,Sahabi,SAHABI,Wife of Muhammad (PBUH).,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1011,,Umm Salama (Hind bint Abi Umayya),,,F,False,Sahabi,SAHABI,Wife of Muhammad (PBUH).,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1012,,Maymunah bint al-Harith,,,F,False,Sahabi,SAHABI,Wife of Muhammad (PBUH).,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1013,,Qasim ibn Muhammad,,,M,False,Sahabi,SAHABI,Child of Muhammad (PBUH). Born before Prophecy,Fact-Check Report,,,,,True,False,False,False,False,False,False,False,False,False,False,,,,
1014,,Abdullah ibn Muhammad,,,M,False,Sahabi,SAHABI,Child of Muhammad (PBUH). Called al-Tayyib or al-Tahir,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1015,,Ibrahim ibn Muhammad,,,M,False,Sahabi,SAHABI,Child of Muhammad (PBUH). Only son by non-Arab wife,Fact-Check Report,,,,,True,False,False,False,False,False,False,False,False,False,False,,,,
1016,,Qutaylah bint Abd-al-Uzza,,,F,False,Sahabi,SAHABI,Wife of Abu Bakr as-Siddiq.,Fact-Check Report,,,,,False,True,True,False,False,False,False,False,False,False,False,,,,
1017,,Umm Ruman (Salma bint Sufyan),,,F,False,Sahabi,SAHABI,Wife of Abu Bakr as-Siddiq.,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1018,,Habiba bint Kharija,,,F,False,Sahabi,SAHABI,Wife of Abu Bakr as-Siddiq.,Fact-Check Report,,,,,False,True,True,False,False,False,False,False,False,False,False,,,,
1019,,Abd Allah ibn Abi Bakr,,,M,False,Sahabi,SAHABI,Child of Abu Bakr as-Siddiq.,Fact-Check Report,,,,,True,False,True,False,False,False,False,False,False,False,False,,,,
1020,,Abd al-Rahman ibn Abi Bakr,,,M,False,Sahabi,SAHABI,Child of Abu Bakr as-Siddiq.,Fact-Check Report,,,,,True,False,False,False,False,False,False,False,False,False,False,,,,
1021,,Ummamah bint Abi al-As,,,F,False,Sahabi,SAHABI,Wife of Ali ibn Abi Talib.,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1022,,Ruqayyah bint Muhammad,,,F,False,Sahabi,SAHABI,Wife of Uthman ibn Affan.,Fact-Check Report,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,
1023,أبو طالب بن عبد المطلب,Abu Talib ibn Abd al-Muttalib,Abu Ali,,M,False,Sahabi,SAHABI,The father of Ali ibn Abi Talib and guardian of Muhammad (PBUH).,Historical Reference,Quraish,Banu Hashim,-78,-10,False,True,False,False,False,False,False,False,False,False,False,,,,
1024,,Umm Ruman bint Amir,,,F,False,Sahabi,SAHABI,Mother of Aisha and Umm Kulthum bint Abi Bakr.,Fact-Check Report,,,,,False,True,False,False,False,False,False,False,False,False,False,,,,
1025,Uthman Abu Quhafa,Uthman Abu Quhafa,,,M,False,PoliticalFigure,2,Pre-Islamic father,Al-Isabah,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1026,Salma (Umm al-Khair),Salma (Umm al-Khair),,,F,False,PoliticalFigure,1,Pre-Islamic mother,Al-Isabah,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
1027,Al-Khattab ibn Nufayl,Al-Khattab ibn Nufayl,,,M,False,PoliticalFigure,2,Pre-Islamic father,Al-Isabah,,,0,0,False,True,False,False,False,False,False,False,False,False,False,,,,
